2026-05-20 04:29:52 | src.preprocessing.dataset_loader | INFO | Sentetik metadata oluşturuldu — 40 satır, 4 sınıf
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-96890-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-97392-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-977-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-102435-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-104475-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-104476-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-106881-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-107351-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-107351-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-112213-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-112213-B-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-114254-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-114280-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-114587-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-116400-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-117116-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-117271-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-118072-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-118624-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-118625-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-118964-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-120218-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-120218-B-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-122104-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-122104-B-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-133889-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-134915-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-140841-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-141563-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-151079-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-173559-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-173607-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-173618-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-250710-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-43802-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-43806-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-50665-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-50666-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-66637-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-66637-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-70052-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-70052-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-70936-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-70938-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-70939-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-72688-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-78562-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-78562-B-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-80482-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-89516-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 2-96063-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-117793-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-117883-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-120526-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-120526-B-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-131943-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-132340-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-136288-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-139958-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-144028-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-144510-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-148297-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-151080-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-151081-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-151081-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-151089-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-152007-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-152007-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-152007-C-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-152007-D-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-152007-E-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-152594-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-154378-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-155312-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-157695-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-163459-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-170015-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-170574-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-180147-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-180256-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-180977-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-182023-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-182025-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-203371-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-203373-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-203374-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-203375-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-203377-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-216280-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-216281-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-216284-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-51376-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-51731-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-51731-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-51909-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-51909-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-58772-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-62878-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 3-62878-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-102871-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-111671-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-111671-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-121532-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-151242-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-167077-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-167077-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-167077-C-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Yüklendi: 4-169508-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:58 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
